pair_ID	sentence_A	sentence_B	relatedness_score
281	Uma camisa preta está sendo vestida por um homem que está sentado na mesa e rindo	Um homem usando uma camisa tingida de preto está sentado à mesa e rindo	4.7
282	Um homem com um chapéu duro está dançando	Um homem está usando um capacete de proteção e dançando	4.7
283	Um menino está pulando para fora do lado de uma fonte de água feita de pedra em frente a um prédio	Um menino está pulando para fora do lado de uma fonte de água de pedra na frente a um prédio	4.6
284	As pessoas estão sentadas em mesas quadradas em um quarto vermelho	Pessoas estão sentadas à mesa em uma sala vermelha	4.4
285	Um cachorro castanho e branco está brincando no gramado	Um cachorro está brincando na grama verde	4.3
286	A pessoa na motocicleta está levantando seu braço	Uma pessoa na motocicleta está levantando um braço	4.6
287	A menina está usando uma camisa branca e uma saia rosa, e está parada na frente de uma casa	A menina está vestindo uma camisa de cor branca com uma saia rosa e está em pé em frente a uma casa	4.8
288	Uma mulher está cortando manteiga	Uma mulher está fatiando manteiga	4.7
289	Um homem está bebendo suco de laranja e caminhando	Uma pessoa está tomando suco de laranja e caminhando	4.5
290	O homem está montando um touro que é mecânico	Um homem está montando um touro mecânico	4.8
291	Os garotos estão perseguindo um ao outro na areia	Os meninos estão perseguindo um ao outro na areia	4.9
292	Uma cebola está sendo fatiada por um homem	Um homem está fatiando uma cebola	4.9
293	Um homem está fazendo exercícios	Um homem está se exercitando	4.8
294	Uma pessoa vestindo roupas para andar de bicicleta está de pé firmemente em frente às montanhas	Uma pessoa com equipamento de ciclismo está parada de pé de frente para algumas montanhas	4.8
295	Um homem de uniforme vermelho está rapidamente dando um salto em uma corrida de mountain bike	Um homem de uniforme vermelho está dando um salto em uma corrida de mountain bike	4.4
296	Dois meninos pequenos estão vestindo smoking	Duas crianças pequenas estão vestindo smoking	4.2
297	Um homem está parado perto de uma gaiola de pássaros grande e colorida	Um homem está de pé ao lado de uma gaiola de pássaros que é grande e colorida	4.8
298	O homem está fazendo exercícios no chão	Um homem está fazendo exercícios	4.3
299	Uma entrevista está sendo concedida pelo homem	O homem está concedendo uma entrevista	4.8
300	O cachorro está mordendo algumas gotas de água	O cachorro está abocanhando algumas gotas de água	4.5
301	Um cachorro escuro preto e um cachorro castanho claro estão brincando no quintal	Um cachorro preto escuro e um cachorro castanho claro estão brincando no quintal	4.9
302	Um veterano está mostrando diferentes coisas de uma guerra para algumas pessoas	Diferentes coisas de uma guerra estão sendo mostradas para algumas pessoas por um veterano	4.9
303	Uma mulher está descascando a batata	Uma mulher está descascando uma batata	4.9
304	O homem está conversando no telefone	O homem está falando no telefone	4.8
305	Um bebê rinoceronte está seguindo um rinoceronte adulto	Um rinoceronte, que é pequeno, está seguindo um rinoceronte adulto	4.5
306	Uma mulher está dirigindo um carro e está conversando animadamente com o homem que está sentado ao lado dela	A mulher e o homem estão viajando de carro	4.1
307	Duas crianças pequeninas estão brincando com um carro de brinquedo na rua	Duas crianças, que são pequeninas, estão brincando com um carro de brinquedo na rua	4.9
308	Um homem está aparando grama	A grama está sendo cortada por um homem	5.0
309	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	4.4
310	Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo imprudentemente na terra e as pessoas assistem	Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo na terra e as pessoas estão assistindo	4.4
311	Alguém está saltando no ar em uma prancha	Alguém está pulando no ar em uma prancha	4.9
312	Um jogador de hóquei de camisa amarela está protegendo o gol	O gol está sendo guardado por um jogador de hóquei de camisa de time amarela	4.9
313	Um esquilo está correndo em círculos	O esquilo está correndo em círculos	4.6
314	O homem está surgindo de um pântano	Um homem está saindo da água	3.9
315	Uma mulher está fatiando cenouras	As cenouras estão sendo cortadas por uma mulher	5.0
316	As pessoas estão andando por uma rua movimentada	Pessoas estão andando por uma multidão na rua	4.6
317	Dois meninos estão vestindo camisas marrons e estão puxando uma corda entusiasmadamente em uma plataforma de madeira	Dois meninos estão vestindo camisas marrons e estão puxando uma corda em uma plataforma de madeira	4.7
318	O homem está desenhando	Um homem está desenhando	5.0
319	Uma mulher está andando a cavalo	Uma mulher está montando um animal	4.5
320	Uma mulher está fritando alguma comida	A comida está sendo frita por uma mulher	4.8
321	Uma jovem mulher está fazendo uma tatuagem na mão	Uma menina está tatuando sua mão	4.5
322	A menina loira com a blusa rosa está sorrindo e usando óculos engraçados com um grande nariz acoplado	A menina pequena está sorrindo e usando um nariz falso e óculos	4.3
323	Um homem está cortando uma corda grossa com uma espada	Um homem está cortando um cordão com uma espada	4.5
324	Os ovos estão sendo rachados em uma tigela pela mulher	A senhora está quebrando ovos crus na tigela	4.4
325	Uma cebola está sendo fatiada com uma faca pela mulher	A mulher está fatiando uma cebola com uma faca	4.8
326	O cachorro castanho está pulando no ar	Um cachorro está pulando no ar	4.4
327	Um homem está dançando na chuva	Uma pessoa está dançando na chuva	4.6
328	Dois cachorros grandes, um de cor clara e o outro de cor escura, estão rapidamente se movendo através do terreno nevado	Dois cachorros grandes, um de cor clara e outro escuro, estão correndo pelo terreno nevado	4.7
329	Pessoas estão andando do lado de fora do prédio que possui vários murais	Várias pessoas estão em frente a um prédio colorido	3.6
330	Uma criança, que é jovem, vestida para o clima frio, está de pé do lado de fora	Uma criança jovem vestida para o clima frio está de pé lá fora	5.0
331	O menino está velozmente dirigindo o triciclo	O menino está andando em um triciclo	4.38
332	O homem está cortando um prato de papel	Uma placa de papel está sendo cortada por um homem	4.9
333	O homem está despejando pepinos fatiados na água fria	O homem está despejando pepinos fatiados na água	4.6
334	Um grupo de meninas asiáticas está de pé sozinho	Um grupo de meninas asiáticas estão de pé juntas	3.7
335	Um menino está tocando um teclado	Um menino está praticando teclado	4.6
336	Um lêmure está mordendo o dedo de uma pessoa	Um animal está mordendo o dedo de alguém	4.7
337	Um menino jovem está tocando um instrumento de sopro	Uma criança está tocando um instrumento	4.2
338	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro de pelagem castanha na grama	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	4.5
339	Um homem está levantando barras	O homem está levantando pesos	4.6
340	O homem está falando ao telefone	O homem está conversando no telefone	4.8
341	Os homens estão atuando em um palco	Os homens estão se apresentando no palco	4.4
342	Um barco está navegando silenciosamente sobre a água	Um barco está calmamente velejando sobre a água	4.8
343	Um homem está cortando uma cebola	Uma cebola está sendo cortada por um homem	4.9
344	Uma menina jovem de casaco de inverno está pulando de uma rocha para a areia na praia	Uma menina jovem de casaco feito para o inverno está pulando de uma pedra para a areia na praia	4.8
345	Crianças em camisas vermelhas estão brincando nas folhas	Crianças de camisas vermelhas estão brincando nas folhas	4.9
346	O pedaço de papel está sendo cortado	Algum papel está sendo cortado	4.6
347	Uma menina está tocando o piano	Uma menina está praticando o piano	4.5
348	Um homem está acariciando dois cachorros	Dois cachorros estão sendo acariciados por um homem	4.9
349	Um esquilo está rodando em círculos	Um esquilo está correndo em círculos	4.4
350	Dois pedreiros estão sentando-se ao lado de um palácio	Dois pedreiros estão sentando-se ao lado de uma construção	4.1
351	Um jovem homem em uma bicicleta bmx está pulando de uma pirâmide	Um ciclista está pulando em uma rampa em forma de pirâmide	4.0
352	Uma noiva em um vestido branco está correndo	Uma menina de vestido branco está correndo	4.4
353	Um esquiador de preto está pegando um pouco de ar	Um esquiador vestido de preto está tomando um pouquinho de ar	4.9
354	A flauta está sendo tocada por uma mulher	Uma mulher está tocando a flauta	4.8
355	Uma chita está correndo rapidamente atrás de sua presa	A chita está correndo rapidamente atrás de sua presa	4.6
356	Um homem está parado ao entardecer em uma estrada nevada quase intocada, que é iluminada apenas por faróis	Um homem está parado ao entardecer em uma estrada quase intocada coberta de neve, que é iluminada apenas por faróis	4.9
357	Um homem está fatiando batatas	O homem está fatiando a batata	4.4
358	Um conjunto de quatro cachorros castanhos estão brincando em um campo de grama marrom	Um grupo de quatro cachorros castanhos estão brincando em um campo de grama marrom	4.8
359	Um homem está montando um cavalo em uma terra arenosa	Um cara está montando um cavalo	4.1
360	Um bebê está falando	Uma criança está conversando	4.4
361	O cachorro branco está correndo pela trilha nevada	Um cachorro está correndo em um caminho nevado	4.3
362	Um homem está lendo um e-mail	Um e-mail está sendo lido por um homem	4.8
363	Uma mulher está fatiando uma pimenta verde	A pimenta está sendo fatiada por uma mulher com uma faca	4.9
364	O homem está pegando um peixe	Um homem está pegando um peixe	4.9
365	O grupo de homens está jogando rúgbi em um monte enlameado	O monte de homens está jogando rúgbi em um campo cheio de lama	4.8
366	O peixe está sendo frito por uma mulher	Uma mulher está cozinhando peixe	4.6
367	Uma mulher está cozinhando uma costeleta de porco que está empanada	Uma mulher está cozinhando costeleta de porco empanada	4.8
368	Uma mulher está descascando uma batata	Uma batata está sendo descascada por uma mulher	5.0
369	Um grande cachorro está andando do lado de fora e segurando um brinquedo colorido em sua boca	O cachorro grande está caminhando lá fora e está carregando um brinquedo colorido na boca	4.8
370	O menino na grama está deitado e está segurando a bola de futebol entre seus pés	A bola de futebol está entre os pés de um menino que está deitado na grama	4.4
371	Uma harpa está sendo tocada por um homem	Um homem está tocando uma harpa	4.9
372	Duas pessoas estão paradas em uma motocicleta	Duas pessoas estão montando uma bicicleta	2.9
373	Um truque de mágica está sendo performado pelo mágico	O homem está fazendo um truque de magia	4.3
374	Uma criança de roupa vermelha está pulando perigosamente em um trampolim	Uma criança de roupa vermelha está pulando em um trampolim	4.3
375	Uma criança pequena está andando de motinho de plástico	Uma criança pequena está brincando com uma motinho de plástico	4.4
376	Um cachorro, que é castanho, está pulando no ar	Um cachorro castanho está pulando no ar	4.9
